variable,api,year,month,date,valor,periodo
INPC,v_inpc,2018,1,2018-01-01,98.794999699501,Ene 2018
INPC,v_inpc,2018,2,2018-02-01,99.17137448164,Feb 2018
INPC,v_inpc,2018,3,2018-03-01,99.492156980588,Mar 2018
INPC,v_inpc,2018,4,2018-04-01,99.154847046097,Abr 2018
INPC,v_inpc,2018,5,2018-05-01,98.994080173087,May 2018
INPC,v_inpc,2018,6,2018-06-01,99.376464931787,Jun 2018
INPC,v_inpc,2018,7,2018-07-01,99.909099104514,Jul 2018
INPC,v_inpc,2018,8,2018-08-01,100.492,Ago 2018
INPC,v_inpc,2018,9,2018-09-01,100.917,Sep 2018
INPC,v_inpc,2018,10,2018-10-01,101.44,Oct 2018
INPC,v_inpc,2018,11,2018-11-01,102.303,Nov 2018
INPC,v_inpc,2018,12,2018-12-01,103.02,Dic 2018
INPC,v_inpc,2019,1,2019-01-01,103.108,Ene 2019
INPC,v_inpc,2019,2,2019-02-01,103.079,Feb 2019
INPC,v_inpc,2019,3,2019-03-01,103.476,Mar 2019
INPC,v_inpc,2019,4,2019-04-01,103.531,Abr 2019
INPC,v_inpc,2019,5,2019-05-01,103.233,May 2019
INPC,v_inpc,2019,6,2019-06-01,103.299,Jun 2019
INPC,v_inpc,2019,7,2019-07-01,103.687,Jul 2019
INPC,v_inpc,2019,8,2019-08-01,103.67,Ago 2019
INPC,v_inpc,2019,9,2019-09-01,103.942,Sep 2019
INPC,v_inpc,2019,10,2019-10-01,104.503,Oct 2019
INPC,v_inpc,2019,11,2019-11-01,105.346,Nov 2019
INPC,v_inpc,2019,12,2019-12-01,105.934,Dic 2019
INPC,v_inpc,2020,1,2020-01-01,106.447,Ene 2020
INPC,v_inpc,2020,2,2020-02-01,106.889,Feb 2020
INPC,v_inpc,2020,3,2020-03-01,106.838,Mar 2020
INPC,v_inpc,2020,4,2020-04-01,105.755,Abr 2020
INPC,v_inpc,2020,5,2020-05-01,106.162,May 2020
INPC,v_inpc,2020,6,2020-06-01,106.743,Jun 2020
INPC,v_inpc,2020,7,2020-07-01,107.444,Jul 2020
INPC,v_inpc,2020,8,2020-08-01,107.867,Ago 2020
INPC,v_inpc,2020,9,2020-09-01,108.114,Sep 2020
INPC,v_inpc,2020,10,2020-10-01,108.774,Oct 2020
INPC,v_inpc,2020,11,2020-11-01,108.856,Nov 2020
INPC,v_inpc,2020,12,2020-12-01,109.271,Dic 2020
INPC,v_inpc,2021,1,2021-01-01,110.21,Ene 2021
INPC,v_inpc,2021,2,2021-02-01,110.907,Feb 2021
INPC,v_inpc,2021,3,2021-03-01,111.824,Mar 2021
INPC,v_inpc,2021,4,2021-04-01,112.19,Abr 2021
INPC,v_inpc,2021,5,2021-05-01,112.419,May 2021
INPC,v_inpc,2021,6,2021-06-01,113.018,Jun 2021
INPC,v_inpc,2021,7,2021-07-01,113.682,Jul 2021
INPC,v_inpc,2021,8,2021-08-01,113.899,Ago 2021
INPC,v_inpc,2021,9,2021-09-01,114.601,Sep 2021
INPC,v_inpc,2021,10,2021-10-01,115.561,Oct 2021
INPC,v_inpc,2021,11,2021-11-01,116.884,Nov 2021
INPC,v_inpc,2021,12,2021-12-01,117.308,Dic 2021
INPC,v_inpc,2022,1,2022-01-01,118.002,Ene 2022
INPC,v_inpc,2022,2,2022-02-01,118.981,Feb 2022
INPC,v_inpc,2022,3,2022-03-01,120.159,Mar 2022
INPC,v_inpc,2022,4,2022-04-01,120.809,Abr 2022
INPC,v_inpc,2022,5,2022-05-01,121.022,May 2022
INPC,v_inpc,2022,6,2022-06-01,122.044,Jun 2022
INPC,v_inpc,2022,7,2022-07-01,122.948,Jul 2022
INPC,v_inpc,2022,8,2022-08-01,123.803,Ago 2022
INPC,v_inpc,2022,9,2022-09-01,124.571,Sep 2022
INPC,v_inpc,2022,10,2022-10-01,125.276,Oct 2022
INPC,v_inpc,2022,11,2022-11-01,125.997,Nov 2022
INPC,v_inpc,2022,12,2022-12-01,126.478,Dic 2022
INPC,v_inpc,2023,1,2023-01-01,127.336,Ene 2023
INPC,v_inpc,2023,2,2023-02-01,128.046,Feb 2023
INPC,v_inpc,2023,3,2023-03-01,128.389,Mar 2023
INPC,v_inpc,2023,4,2023-04-01,128.363,Abr 2023
INPC,v_inpc,2023,5,2023-05-01,128.084,May 2023
INPC,v_inpc,2023,6,2023-06-01,128.214,Jun 2023
INPC,v_inpc,2023,7,2023-07-01,128.832,Jul 2023
INPC,v_inpc,2023,8,2023-08-01,129.545,Ago 2023
INPC,v_inpc,2023,9,2023-09-01,130.12,Sep 2023
INPC,v_inpc,2023,10,2023-10-01,130.609,Oct 2023
INPC,v_inpc,2023,11,2023-11-01,131.445,Nov 2023
INPC,v_inpc,2023,12,2023-12-01,132.373,Dic 2023
INPC,v_inpc,2024,1,2024-01-01,133.555,Ene 2024
INPC,v_inpc,2024,2,2024-02-01,133.681,Feb 2024
INPC,v_inpc,2024,3,2024-03-01,134.065,Mar 2024
INPC,v_inpc,2024,4,2024-04-01,134.336,Abr 2024
INPC,v_inpc,2024,5,2024-05-01,134.087,May 2024
INPC,v_inpc,2024,6,2024-06-01,134.594,Jun 2024
INPC,v_inpc,2024,7,2024-07-01,136.003,Jul 2024
INPC,v_inpc,2024,8,2024-08-01,136.013,Ago 2024
INPC,v_inpc,2024,9,2024-09-01,136.08,Sep 2024
INPC,v_inpc,2024,10,2024-10-01,136.828,Oct 2024
INPC,v_inpc,2024,11,2024-11-01,137.424,Nov 2024
INPC,v_inpc,2024,12,2024-12-01,137.949,Dic 2024
INPC,v_inpc,2025,1,2025-01-01,138.343,Ene 2025
INPC,v_inpc,2025,2,2025-02-01,138.726,Feb 2025
INPC,v_inpc,2025,3,2025-03-01,139.161,Mar 2025
INPC,v_inpc,2025,4,2025-04-01,139.62,Abr 2025
INPC,v_inpc,2025,5,2025-05-01,140.012,May 2025
INPC,v_inpc,2025,6,2025-06-01,140.405,Jun 2025
INPC,v_inpc,2025,7,2025-07-01,140.78,Jul 2025
INPC,v_inpc,2025,8,2025-08-01,140.867,Ago 2025
INPC,v_inpc,2025,9,2025-09-01,141.197,Sep 2025
INPC,v_inpc,2025,10,2025-10-01,141.708,Oct 2025
INPC,v_inpc,2025,11,2025-11-01,142.645,Nov 2025
INPC,v_inpc,2025,12,2025-12-01,143.042,Dic 2025
INPC,v_inpc,2026,1,2026-01-01,143.588,Ene 2026
Subyacente,v_subyacente,2018,1,2018-01-01,98.252014009991,Ene 2018
Subyacente,v_subyacente,2018,2,2018-02-01,98.731688018981,Feb 2018
Subyacente,v_subyacente,2018,3,2018-03-01,99.057357158277,Mar 2018
Subyacente,v_subyacente,2018,4,2018-04-01,99.203206319557,Abr 2018
Subyacente,v_subyacente,2018,5,2018-05-01,99.458111616161,May 2018
Subyacente,v_subyacente,2018,6,2018-06-01,99.688327009027,Jun 2018
Subyacente,v_subyacente,2018,7,2018-07-01,99.974291946131,Jul 2018
Subyacente,v_subyacente,2018,8,2018-08-01,100.2203435343,Ago 2018
Subyacente,v_subyacente,2018,9,2018-09-01,100.5447730689,Sep 2018
Subyacente,v_subyacente,2018,10,2018-10-01,100.8566056954,Oct 2018
Subyacente,v_subyacente,2018,11,2018-11-01,101.1104428605,Nov 2018
Subyacente,v_subyacente,2018,12,2018-12-01,101.5824749997,Dic 2018
Subyacente,v_subyacente,2019,1,2019-01-01,101.7847955923,Ene 2019
Subyacente,v_subyacente,2019,2,2019-02-01,102.2241726646,Feb 2019
Subyacente,v_subyacente,2019,3,2019-03-01,102.5761403006,Mar 2019
Subyacente,v_subyacente,2019,4,2019-04-01,103.0432843305,Abr 2019
Subyacente,v_subyacente,2019,5,2019-05-01,103.2122482569,May 2019
Subyacente,v_subyacente,2019,6,2019-06-01,103.5255617309,Jun 2019
Subyacente,v_subyacente,2019,7,2019-07-01,103.794405179,Jul 2019
Subyacente,v_subyacente,2019,8,2019-08-01,104.0053856573,Ago 2019
Subyacente,v_subyacente,2019,9,2019-09-01,104.3153131489,Sep 2019
Subyacente,v_subyacente,2019,10,2019-10-01,104.5720279923,Oct 2019
Subyacente,v_subyacente,2019,11,2019-11-01,104.8036582209,Nov 2019
Subyacente,v_subyacente,2019,12,2019-12-01,105.2337944143,Dic 2019
Subyacente,v_subyacente,2020,1,2020-01-01,105.5770987249,Ene 2020
Subyacente,v_subyacente,2020,2,2020-02-01,105.9614303519,Feb 2020
Subyacente,v_subyacente,2020,3,2020-03-01,106.272453486,Mar 2020
Subyacente,v_subyacente,2020,4,2020-04-01,106.6539270353,Abr 2020
Subyacente,v_subyacente,2020,5,2020-05-01,106.9723900602,May 2020
Subyacente,v_subyacente,2020,6,2020-06-01,107.36589627,Jun 2020
Subyacente,v_subyacente,2020,7,2020-07-01,107.7909717339,Jul 2020
Subyacente,v_subyacente,2020,8,2020-08-01,108.1324538714,Ago 2020
Subyacente,v_subyacente,2020,9,2020-09-01,108.4737242942,Sep 2020
Subyacente,v_subyacente,2020,10,2020-10-01,108.7334478102,Oct 2020
Subyacente,v_subyacente,2020,11,2020-11-01,108.6418313236,Nov 2020
Subyacente,v_subyacente,2020,12,2020-12-01,109.2367108017,Dic 2020
Subyacente,v_subyacente,2021,1,2021-01-01,109.6288967959,Ene 2021
Subyacente,v_subyacente,2021,2,2021-02-01,110.0609027981,Feb 2021
Subyacente,v_subyacente,2021,3,2021-03-01,110.653978256,Mar 2021
Subyacente,v_subyacente,2021,4,2021-04-01,111.0609307746,Abr 2021
Subyacente,v_subyacente,2021,5,2021-05-01,111.6442229006,May 2021
Subyacente,v_subyacente,2021,6,2021-06-01,112.2811333585,Jun 2021
Subyacente,v_subyacente,2021,7,2021-07-01,112.8150767927,Jul 2021
Subyacente,v_subyacente,2021,8,2021-08-01,113.2966539131,Ago 2021
Subyacente,v_subyacente,2021,9,2021-09-01,113.8153930916,Sep 2021
Subyacente,v_subyacente,2021,10,2021-10-01,114.3779644277,Oct 2021
Subyacente,v_subyacente,2021,11,2021-11-01,114.7990637102,Nov 2021
Subyacente,v_subyacente,2021,12,2021-12-01,115.7207053553,Dic 2021
Subyacente,v_subyacente,2022,1,2022-01-01,116.4327212899,Ene 2022
Subyacente,v_subyacente,2022,2,2022-02-01,117.3165851325,Feb 2022
Subyacente,v_subyacente,2022,3,2022-03-01,118.1558694559,Mar 2022
Subyacente,v_subyacente,2022,4,2022-04-01,119.0742421729,Abr 2022
Subyacente,v_subyacente,2022,5,2022-05-01,119.7740259149,May 2022
Subyacente,v_subyacente,2022,6,2022-06-01,120.696375742,Jun 2022
Subyacente,v_subyacente,2022,7,2022-07-01,121.4473270209,Jul 2022
Subyacente,v_subyacente,2022,8,2022-08-01,122.4172935096,Ago 2022
Subyacente,v_subyacente,2022,9,2022-09-01,123.239175459,Sep 2022
Subyacente,v_subyacente,2022,10,2022-10-01,124.0132188462,Oct 2022
Subyacente,v_subyacente,2022,11,2022-11-01,124.5740211754,Nov 2022
Subyacente,v_subyacente,2022,12,2022-12-01,125.378873518,Dic 2022
Subyacente,v_subyacente,2023,1,2023-01-01,126.2750845637,Ene 2023
Subyacente,v_subyacente,2023,2,2023-02-01,127.0465123709,Feb 2023
Subyacente,v_subyacente,2023,3,2023-03-01,127.7123939566,Mar 2023
Subyacente,v_subyacente,2023,4,2023-04-01,128.206218368,Abr 2023
Subyacente,v_subyacente,2023,5,2023-05-01,128.6211298093,May 2023
Subyacente,v_subyacente,2023,6,2023-06-01,129.0076188744,Jun 2023
Subyacente,v_subyacente,2023,7,2023-07-01,129.5114039178,Jul 2023
Subyacente,v_subyacente,2023,8,2023-08-01,129.8637727619,Ago 2023
Subyacente,v_subyacente,2023,9,2023-09-01,130.333655136,Sep 2023
Subyacente,v_subyacente,2023,10,2023-10-01,130.8367707205,Oct 2023
Subyacente,v_subyacente,2023,11,2023-11-01,131.1825241256,Nov 2023
Subyacente,v_subyacente,2023,12,2023-12-01,131.7577790545,Dic 2023
Subyacente,v_subyacente,2024,1,2024-01-01,132.2912210303,Ene 2024
Subyacente,v_subyacente,2024,2,2024-02-01,132.945408001,Feb 2024
Subyacente,v_subyacente,2024,3,2024-03-01,133.524017418,Mar 2024
Subyacente,v_subyacente,2024,4,2024-04-01,133.8030322674,Abr 2024
Subyacente,v_subyacente,2024,5,2024-05-01,134.035346832,May 2024
Subyacente,v_subyacente,2024,6,2024-06-01,134.3293134629,Jun 2024
Subyacente,v_subyacente,2024,7,2024-07-01,134.753021593,Jul 2024
Subyacente,v_subyacente,2024,8,2024-08-01,135.0531429592,Ago 2024
Subyacente,v_subyacente,2024,9,2024-09-01,135.4333585024,Sep 2024
Subyacente,v_subyacente,2024,10,2024-10-01,135.8125022983,Oct 2024
Subyacente,v_subyacente,2024,11,2024-11-01,135.875584854,Nov 2024
Subyacente,v_subyacente,2024,12,2024-12-01,136.56745187,Dic 2024
Subyacente,v_subyacente,2025,1,2025-01-01,137.1340065789,Ene 2025
Subyacente,v_subyacente,2025,2,2025-02-01,137.7926578477,Feb 2025
Subyacente,v_subyacente,2025,3,2025-03-01,138.3860988941,Mar 2025
Subyacente,v_subyacente,2025,4,2025-04-01,139.0654947674,Abr 2025
Subyacente,v_subyacente,2025,5,2025-05-01,139.4760522539,May 2025
Subyacente,v_subyacente,2025,6,2025-06-01,140.0255596335,Jun 2025
Subyacente,v_subyacente,2025,7,2025-07-01,140.454480392,Jul 2025
Subyacente,v_subyacente,2025,8,2025-08-01,140.7618912625,Ago 2025
Subyacente,v_subyacente,2025,9,2025-09-01,141.2271011213,Sep 2025
Subyacente,v_subyacente,2025,10,2025-10-01,141.630370924,Oct 2025
Subyacente,v_subyacente,2025,11,2025-11-01,141.8956722143,Nov 2025
Subyacente,v_subyacente,2025,12,2025-12-01,142.4744830398,Dic 2025
Subyacente,v_subyacente,2026,1,2026-01-01,143.3313259127,Ene 2026
Subyacente - Mercancias,v_subyacente_mercancias,2018,1,2018-01-01,98.31648878554,Ene 2018
Subyacente - Mercancias,v_subyacente_mercancias,2018,2,2018-02-01,98.844302436868,Feb 2018
Subyacente - Mercancias,v_subyacente_mercancias,2018,3,2018-03-01,99.095027245711,Mar 2018
Subyacente - Mercancias,v_subyacente_mercancias,2018,4,2018-04-01,99.423920786793,Abr 2018
Subyacente - Mercancias,v_subyacente_mercancias,2018,5,2018-05-01,99.632916619477,May 2018
Subyacente - Mercancias,v_subyacente_mercancias,2018,6,2018-06-01,99.761245169839,Jun 2018
Subyacente - Mercancias,v_subyacente_mercancias,2018,7,2018-07-01,99.985165870798,Jul 2018
Subyacente - Mercancias,v_subyacente_mercancias,2018,8,2018-08-01,100.3712149931,Ago 2018
Subyacente - Mercancias,v_subyacente_mercancias,2018,9,2018-09-01,100.7532280422,Sep 2018
Subyacente - Mercancias,v_subyacente_mercancias,2018,10,2018-10-01,100.9940405722,Oct 2018
Subyacente - Mercancias,v_subyacente_mercancias,2018,11,2018-11-01,101.2605878813,Nov 2018
Subyacente - Mercancias,v_subyacente_mercancias,2018,12,2018-12-01,101.6028907042,Dic 2018
Subyacente - Mercancias,v_subyacente_mercancias,2019,1,2019-01-01,101.9139077002,Ene 2019
Subyacente - Mercancias,v_subyacente_mercancias,2019,2,2019-02-01,102.4166959094,Feb 2019
Subyacente - Mercancias,v_subyacente_mercancias,2019,3,2019-03-01,102.7668886683,Mar 2019
Subyacente - Mercancias,v_subyacente_mercancias,2019,4,2019-04-01,103.1401340089,Abr 2019
Subyacente - Mercancias,v_subyacente_mercancias,2019,5,2019-05-01,103.4359887502,May 2019
Subyacente - Mercancias,v_subyacente_mercancias,2019,6,2019-06-01,103.6749459252,Jun 2019
Subyacente - Mercancias,v_subyacente_mercancias,2019,7,2019-07-01,103.8308325223,Jul 2019
Subyacente - Mercancias,v_subyacente_mercancias,2019,8,2019-08-01,104.1462713723,Ago 2019
Subyacente - Mercancias,v_subyacente_mercancias,2019,9,2019-09-01,104.5469023847,Sep 2019
Subyacente - Mercancias,v_subyacente_mercancias,2019,10,2019-10-01,104.8149358752,Oct 2019
Subyacente - Mercancias,v_subyacente_mercancias,2019,11,2019-11-01,104.9401762348,Nov 2019
Subyacente - Mercancias,v_subyacente_mercancias,2019,12,2019-12-01,105.2163448694,Dic 2019
Subyacente - Mercancias,v_subyacente_mercancias,2020,1,2020-01-01,105.9120250459,Ene 2020
Subyacente - Mercancias,v_subyacente_mercancias,2020,2,2020-02-01,106.3302679851,Feb 2020
Subyacente - Mercancias,v_subyacente_mercancias,2020,3,2020-03-01,106.7060405548,Mar 2020
Subyacente - Mercancias,v_subyacente_mercancias,2020,4,2020-04-01,107.3826180333,Abr 2020
Subyacente - Mercancias,v_subyacente_mercancias,2020,5,2020-05-01,107.8813863882,May 2020
Subyacente - Mercancias,v_subyacente_mercancias,2020,6,2020-06-01,108.5327339713,Jun 2020
Subyacente - Mercancias,v_subyacente_mercancias,2020,7,2020-07-01,109.2237832744,Jul 2020
Subyacente - Mercancias,v_subyacente_mercancias,2020,8,2020-08-01,109.73238854,Ago 2020
Subyacente - Mercancias,v_subyacente_mercancias,2020,9,2020-09-01,110.1923293034,Sep 2020
Subyacente - Mercancias,v_subyacente_mercancias,2020,10,2020-10-01,110.5150064612,Oct 2020
Subyacente - Mercancias,v_subyacente_mercancias,2020,11,2020-11-01,110.176590648,Nov 2020
Subyacente - Mercancias,v_subyacente_mercancias,2020,12,2020-12-01,111.0250530065,Dic 2020
Subyacente - Mercancias,v_subyacente_mercancias,2021,1,2021-01-01,111.6368214828,Ene 2021
Subyacente - Mercancias,v_subyacente_mercancias,2021,2,2021-02-01,112.2158908525,Feb 2021
Subyacente - Mercancias,v_subyacente_mercancias,2021,3,2021-03-01,112.887454931,Mar 2021
Subyacente - Mercancias,v_subyacente_mercancias,2021,4,2021-04-01,113.3890684551,Abr 2021
Subyacente - Mercancias,v_subyacente_mercancias,2021,5,2021-05-01,114.0914770803,May 2021
Subyacente - Mercancias,v_subyacente_mercancias,2021,6,2021-06-01,114.8335563302,Jun 2021
Subyacente - Mercancias,v_subyacente_mercancias,2021,7,2021-07-01,115.4941159398,Jul 2021
Subyacente - Mercancias,v_subyacente_mercancias,2021,8,2021-08-01,116.3032075696,Ago 2021
Subyacente - Mercancias,v_subyacente_mercancias,2021,9,2021-09-01,117.0902617837,Sep 2021
Subyacente - Mercancias,v_subyacente_mercancias,2021,10,2021-10-01,117.7881055314,Oct 2021
Subyacente - Mercancias,v_subyacente_mercancias,2021,11,2021-11-01,118.1569167704,Nov 2021
Subyacente - Mercancias,v_subyacente_mercancias,2021,12,2021-12-01,119.2364344229,Dic 2021
Subyacente - Mercancias,v_subyacente_mercancias,2022,1,2022-01-01,120.4154640182,Ene 2022
Subyacente - Mercancias,v_subyacente_mercancias,2022,2,2022-02-01,121.5769814313,Feb 2022
Subyacente - Mercancias,v_subyacente_mercancias,2022,3,2022-03-01,122.7028388184,Mar 2022
Subyacente - Mercancias,v_subyacente_mercancias,2022,4,2022-04-01,123.9638045863,Abr 2022
Subyacente - Mercancias,v_subyacente_mercancias,2022,5,2022-05-01,124.9660934597,May 2022
Subyacente - Mercancias,v_subyacente_mercancias,2022,6,2022-06-01,126.2179439423,Jun 2022
Subyacente - Mercancias,v_subyacente_mercancias,2022,7,2022-07-01,127.1298632573,Jul 2022
Subyacente - Mercancias,v_subyacente_mercancias,2022,8,2022-08-01,128.5772202943,Ago 2022
Subyacente - Mercancias,v_subyacente_mercancias,2022,9,2022-09-01,129.780706644,Sep 2022
Subyacente - Mercancias,v_subyacente_mercancias,2022,10,2022-10-01,130.9159958963,Oct 2022
Subyacente - Mercancias,v_subyacente_mercancias,2022,11,2022-11-01,131.4805498603,Nov 2022
Subyacente - Mercancias,v_subyacente_mercancias,2022,12,2022-12-01,132.4546216661,Dic 2022
Subyacente - Mercancias,v_subyacente_mercancias,2023,1,2023-01-01,133.6555010607,Ene 2023
Subyacente - Mercancias,v_subyacente_mercancias,2023,2,2023-02-01,134.5243840512,Feb 2023
Subyacente - Mercancias,v_subyacente_mercancias,2023,3,2023-03-01,135.1244558887,Mar 2023
Subyacente - Mercancias,v_subyacente_mercancias,2023,4,2023-04-01,135.7943057159,Abr 2023
Subyacente - Mercancias,v_subyacente_mercancias,2023,5,2023-05-01,136.2678729516,May 2023
Subyacente - Mercancias,v_subyacente_mercancias,2023,6,2023-06-01,136.6489711263,Jun 2023
Subyacente - Mercancias,v_subyacente_mercancias,2023,7,2023-07-01,137.0716865417,Jul 2023
Subyacente - Mercancias,v_subyacente_mercancias,2023,8,2023-08-01,137.4003326305,Ago 2023
Subyacente - Mercancias,v_subyacente_mercancias,2023,9,2023-09-01,137.8228805634,Sep 2023
Subyacente - Mercancias,v_subyacente_mercancias,2023,10,2023-10-01,138.293379652,Oct 2023
Subyacente - Mercancias,v_subyacente_mercancias,2023,11,2023-11-01,138.4852450323,Nov 2023
Subyacente - Mercancias,v_subyacente_mercancias,2023,12,2023-12-01,138.9284339736,Dic 2023
Subyacente - Mercancias,v_subyacente_mercancias,2024,1,2024-01-01,139.4923555195,Ene 2024
Subyacente - Mercancias,v_subyacente_mercancias,2024,2,2024-02-01,140.0519061549,Feb 2024
Subyacente - Mercancias,v_subyacente_mercancias,2024,3,2024-03-01,140.3658560276,Mar 2024
Subyacente - Mercancias,v_subyacente_mercancias,2024,4,2024-04-01,140.7810273919,Abr 2024
Subyacente - Mercancias,v_subyacente_mercancias,2024,5,2024-05-01,140.8791859672,May 2024
Subyacente - Mercancias,v_subyacente_mercancias,2024,6,2024-06-01,141.1344801399,Jun 2024
Subyacente - Mercancias,v_subyacente_mercancias,2024,7,2024-07-01,141.3023737451,Jul 2024
Subyacente - Mercancias,v_subyacente_mercancias,2024,8,2024-08-01,141.5507239072,Ago 2024
Subyacente - Mercancias,v_subyacente_mercancias,2024,9,2024-09-01,141.8419490031,Sep 2024
Subyacente - Mercancias,v_subyacente_mercancias,2024,10,2024-10-01,142.1822207587,Oct 2024
Subyacente - Mercancias,v_subyacente_mercancias,2024,11,2024-11-01,141.7980535318,Nov 2024
Subyacente - Mercancias,v_subyacente_mercancias,2024,12,2024-12-01,142.3661465923,Dic 2024
Subyacente - Mercancias,v_subyacente_mercancias,2025,1,2025-01-01,143.3200062013,Ene 2025
Subyacente - Mercancias,v_subyacente_mercancias,2025,2,2025-02-01,143.902296699,Feb 2025
Subyacente - Mercancias,v_subyacente_mercancias,2025,3,2025-03-01,144.5468705767,Mar 2025
Subyacente - Mercancias,v_subyacente_mercancias,2025,4,2025-04-01,145.5414301864,Abr 2025
Subyacente - Mercancias,v_subyacente_mercancias,2025,5,2025-05-01,146.0563290279,May 2025
Subyacente - Mercancias,v_subyacente_mercancias,2025,6,2025-06-01,146.6503654482,Jun 2025
Subyacente - Mercancias,v_subyacente_mercancias,2025,7,2025-07-01,146.9787458196,Jul 2025
Subyacente - Mercancias,v_subyacente_mercancias,2025,8,2025-08-01,147.2838473562,Ago 2025
Subyacente - Mercancias,v_subyacente_mercancias,2025,9,2025-09-01,147.7809181336,Sep 2025
Subyacente - Mercancias,v_subyacente_mercancias,2025,10,2025-10-01,148.03877258,Oct 2025
Subyacente - Mercancias,v_subyacente_mercancias,2025,11,2025-11-01,147.9941526277,Nov 2025
Subyacente - Mercancias,v_subyacente_mercancias,2025,12,2025-12-01,148.4875859209,Dic 2025
Subyacente - Mercancias,v_subyacente_mercancias,2026,1,2026-01-01,149.8594845131,Ene 2026
Subyacente - Servicios,v_subyacente_servicios,2018,1,2018-01-01,98.195540941803,Ene 2018
Subyacente - Servicios,v_subyacente_servicios,2018,2,2018-02-01,98.63304972762,Feb 2018
Subyacente - Servicios,v_subyacente_servicios,2018,3,2018-03-01,99.024362155287,Mar 2018
Subyacente - Servicios,v_subyacente_servicios,2018,4,2018-04-01,99.009883844931,Abr 2018
Subyacente - Servicios,v_subyacente_servicios,2018,5,2018-05-01,99.305000965026,May 2018
Subyacente - Servicios,v_subyacente_servicios,2018,6,2018-06-01,99.624458430408,Jun 2018
Subyacente - Servicios,v_subyacente_servicios,2018,7,2018-07-01,99.96476754099,Jul 2018
Subyacente - Servicios,v_subyacente_servicios,2018,8,2018-08-01,100.0574486992,Ago 2018
Subyacente - Servicios,v_subyacente_servicios,2018,9,2018-09-01,100.3197057251,Sep 2018
Subyacente - Servicios,v_subyacente_servicios,2018,10,2018-10-01,100.7082182418,Oct 2018
Subyacente - Servicios,v_subyacente_servicios,2018,11,2018-11-01,100.9483323554,Nov 2018
Subyacente - Servicios,v_subyacente_servicios,2018,12,2018-12-01,101.5604323094,Dic 2018
Subyacente - Servicios,v_subyacente_servicios,2019,1,2019-01-01,101.6453941728,Ene 2019
Subyacente - Servicios,v_subyacente_servicios,2019,2,2019-02-01,102.0163066941,Feb 2019
Subyacente - Servicios,v_subyacente_servicios,2019,3,2019-03-01,102.3701906523,Mar 2019
Subyacente - Servicios,v_subyacente_servicios,2019,4,2019-04-01,102.9387164255,Abr 2019
Subyacente - Servicios,v_subyacente_servicios,2019,5,2019-05-01,102.9706772465,May 2019
Subyacente - Servicios,v_subyacente_servicios,2019,6,2019-06-01,103.3642726847,Jun 2019
Subyacente - Servicios,v_subyacente_servicios,2019,7,2019-07-01,103.755074837,Jul 2019
Subyacente - Servicios,v_subyacente_servicios,2019,8,2019-08-01,103.8532723583,Ago 2019
Subyacente - Servicios,v_subyacente_servicios,2019,9,2019-09-01,104.0652679073,Sep 2019
Subyacente - Servicios,v_subyacente_servicios,2019,10,2019-10-01,104.3097620884,Oct 2019
Subyacente - Servicios,v_subyacente_servicios,2019,11,2019-11-01,104.6562606976,Nov 2019
Subyacente - Servicios,v_subyacente_servicios,2019,12,2019-12-01,105.2526345631,Dic 2019
Subyacente - Servicios,v_subyacente_servicios,2020,1,2020-01-01,105.2154811715,Ene 2020
Subyacente - Servicios,v_subyacente_servicios,2020,2,2020-02-01,105.5631989972,Feb 2020
Subyacente - Servicios,v_subyacente_servicios,2020,3,2020-03-01,105.8043126287,Mar 2020
Subyacente - Servicios,v_subyacente_servicios,2020,4,2020-04-01,105.8671645764,Abr 2020
Subyacente - Servicios,v_subyacente_servicios,2020,5,2020-05-01,105.9909532259,May 2020
Subyacente - Servicios,v_subyacente_servicios,2020,6,2020-06-01,106.106069949,Jun 2020
Subyacente - Servicios,v_subyacente_servicios,2020,7,2020-07-01,106.2439753611,Jul 2020
Subyacente - Servicios,v_subyacente_servicios,2020,8,2020-08-01,106.4050158523,Ago 2020
Subyacente - Servicios,v_subyacente_servicios,2020,9,2020-09-01,106.6181587572,Sep 2020
Subyacente - Servicios,v_subyacente_servicios,2020,10,2020-10-01,106.8099116762,Oct 2020
Subyacente - Servicios,v_subyacente_servicios,2020,11,2020-11-01,106.9847626576,Nov 2020
Subyacente - Servicios,v_subyacente_servicios,2020,12,2020-12-01,107.3058505133,Dic 2020
Subyacente - Servicios,v_subyacente_servicios,2021,1,2021-01-01,107.460954872,Ene 2021
Subyacente - Servicios,v_subyacente_servicios,2021,2,2021-02-01,107.734177608,Feb 2021
Subyacente - Servicios,v_subyacente_servicios,2021,3,2021-03-01,108.2425094637,Mar 2021
Subyacente - Servicios,v_subyacente_servicios,2021,4,2021-04-01,108.5472571715,Abr 2021
Subyacente - Servicios,v_subyacente_servicios,2021,5,2021-05-01,109.0019400655,May 2021
Subyacente - Servicios,v_subyacente_servicios,2021,6,2021-06-01,109.5253005306,Jun 2021
Subyacente - Servicios,v_subyacente_servicios,2021,7,2021-07-01,109.9225373859,Jul 2021
Subyacente - Servicios,v_subyacente_servicios,2021,8,2021-08-01,110.0504994328,Ago 2021
Subyacente - Servicios,v_subyacente_servicios,2021,9,2021-09-01,110.2795407863,Sep 2021
Subyacente - Servicios,v_subyacente_servicios,2021,10,2021-10-01,110.6960594671,Oct 2021
